Oxygen Balance,Carbon Content,Nitrogen Content,Hydrogen Content,Sulfur Content,Density,Melting Point,Boiling Point,Explosive
0.8965911416363845,0.4097091973422399,0.42770361125049733,0.18115936287559625,0.09765978185752894,1.3073323909018488,378.33413933161245,810.3955640180105,1
-0.34460674923384493,0.18124077076402528,0.2563253655019991,0.40633669848700543,0.026543935438618816,1.3525713545662246,412.2174883059182,1037.7868551273168,0
-0.6966232087371382,0.04700919652340785,0.13366915718813263,0.24962439037364614,0.04395194377573428,1.0966551346380817,386.01336771905676,749.38753549079,0
0.3474088335137753,0.9429678628434536,0.48576219604820553,0.13481763050438977,0.09465364448808367,0.5876126819630743,358.3509889794148,1134.306214116751,1
0.43685318070245505,0.46303034625184225,0.23187304831168581,0.05399969929064097,0.19560472894311748,1.9067070683986365,530.3992280557716,108.41857371949422,1
0.6972911237970745,0.1970110176674029,0.27731940339443,0.05564768827152102,0.05512330228060387,1.320414969230465,831.5638244229254,1850.2234548169145,1
-0.5998990476033679,0.3162161673235571,0.14979183234903495,0.676690060044692,0.029310089134672715,0.6899225892182164,51.117842095399396,1739.7613856202354,0
0.18011945134807517,0.10405315300776813,0.2852694219770145,0.0444145229246624,0.09943156498191755,1.9780371302730995,939.9400232262027,164.71753308279153,1
0.6734225358665159,0.7833555635324589,0.07455993081460499,0.03534742182874562,0.0400478604725695,1.4282910730743759,231.09745975984723,1266.0524000624762,1
0.6758591044409469,0.4746134114727464,0.4329418143784688,0.14983351411137225,0.09498382185336805,0.5537837491233055,202.93264537808784,1701.8780989928155,1
-0.5937643271390061,0.13762969075209536,0.2674727103752541,0.3626060980795197,0.09230792656774023,0.8739636823757599,182.39207813826988,259.35197101436563,0
-0.9881055415305728,0.4903614878967989,0.10514023163913962,0.6858625453713995,0.017793199978770748,1.3920292114690158,364.9362246617445,1435.731288731888,0
-0.8595180395002505,0.46216706603148194,0.04070618825537957,0.3174855637036961,0.0355895932616125,0.7166892055765567,108.44996616762259,1271.913614134098,0
